date,sales
2022-07-23,196.36519333007118
2022-07-24,148.78104953684445
2022-07-25,158.59903960986347
2022-07-26,188.65228158701862
2022-07-27,189.59740659673818
2022-07-28,190.5660020984968
2022-07-29,258.23549415436173
2022-07-30,193.48618411833112
2022-07-31,205.63816189159616
2022-08-01,202.8356316586803
2022-08-02,197.58178262443226
2022-08-03,179.01592569083897
2022-08-04,201.23645443626626
2022-08-05,171.30418382677857
2022-08-06,182.69528307291893
2022-08-07,178.36222945588923
2022-08-08,190.31127495888975
2022-08-09,235.53731009288487
2022-08-10,152.4348849023268
2022-08-11,204.00683525837357
2022-08-12,158.49387980869125
2022-08-13,181.7410205736089
2022-08-14,213.35483882987288
2022-08-15,193.22215998660758
2022-08-16,170.70685791380086
2022-08-17,178.24527394226772
2022-08-18,206.39728044758144
2022-08-19,178.41637704782067
2022-08-20,197.535739002297
2022-08-21,194.26544347477594
2022-08-22,180.43417180050687
2022-08-23,236.42215776838663
2022-08-24,206.26391299680427
2022-08-25,153.09037227562172
2022-08-26,197.2957532400555
2022-08-27,180.27048931202347
2022-08-28,210.46094317946628
2022-08-29,177.4348630564721
2022-08-30,190.83097030109957
2022-08-31,203.03380115794317
2022-09-01,210.02600429999572
2022-09-02,168.45089616395532
2022-09-03,185.48242989762173
2022-09-04,182.35954845813183
2022-09-05,178.4489383694048
2022-09-06,226.45347730284374
2022-09-07,198.84546367282312
2022-09-08,165.10295371573858
2022-09-09,208.22687201791982
2022-09-10,231.8368153847413
2022-09-11,209.5430038964005
2022-09-12,157.98317481499436
2022-09-13,178.1405831309994
2022-09-14,212.59696616868194
2022-09-15,172.51861893212023
2022-09-16,194.94247064890416
2022-09-17,200.93469088172813
2022-09-18,166.26224864208797
2022-09-19,182.95320667148957
2022-09-20,118.64633608131301
2022-09-21,162.29813610330802
2022-09-22,177.03610883333505
2022-09-23,156.42192295034747
2022-09-24,213.30562772289642
2022-09-25,151.32527022303597
2022-09-26,170.38997685326234
2022-09-27,181.06172060015453
2022-09-28,206.52289994639895
2022-09-29,148.22641442714863
2022-09-30,199.45007459344825
2022-10-01,175.63274598136775
2022-10-02,155.03856656331033
2022-10-03,183.15206075557134
2022-10-04,177.13426027200822
2022-10-05,160.3948516884132
2022-10-06,173.0456223414083
2022-10-07,163.19918434369924
2022-10-08,172.4383722337957
2022-10-09,182.6811025080076
2022-10-10,200.43837552986685
2022-10-11,143.25154699200635
2022-10-12,209.96977867696694
2022-10-13,127.5812011660085
2022-10-14,162.91483333975475
2022-10-15,177.05931361621515
2022-10-16,170.27120366204875
2022-10-17,151.5728227677199
2022-10-18,159.25793226830962
2022-10-19,152.97308565705805
2022-10-20,150.47872220732336
2022-10-21,178.71215719584825
2022-10-22,168.33668163751614
2022-10-23,146.83754296175354
2022-10-24,178.2111217098648
2022-10-25,165.9134219127001
2022-10-26,175.59876111611962
2022-10-27,171.53479415547906
2022-10-28,141.99042679877772
2022-10-29,147.02299428130513
2022-10-30,172.85768741412022
2022-10-31,169.83403246980595
2022-11-01,156.95368306276907
2022-11-02,159.4942546839173
2022-11-03,182.5084929762697
2022-11-04,144.96330557240358
2022-11-05,167.60878573421664
2022-11-06,152.52813385966599
2022-11-07,152.1569940084683
2022-11-08,178.45866722402042
2022-11-09,172.99820857628316
2022-11-10,172.8013827336281
2022-11-11,182.71690825479064
2022-11-12,157.1386200433948
2022-11-13,170.50407642099051
2022-11-14,150.84157015172613
2022-11-15,163.7476448990778
2022-11-16,154.91446120182871
2022-11-17,159.7458632436586
2022-11-18,170.03330637605444
2022-11-19,142.12551518286247
2022-11-20,200.732876989946
2022-11-21,139.19528263959
2022-11-22,135.4974675826914
2022-11-23,183.44395057851833
2022-11-24,176.65009546916463
2022-11-25,173.8686520369443
2022-11-26,174.55653529581176
2022-11-27,162.38162374751275
2022-11-28,145.35154006904992
2022-11-29,165.5154513399434
2022-11-30,151.19101440800705
2022-12-01,185.00314077868074
2022-12-02,163.35712065955747
2022-12-03,150.61625010352043
2022-12-04,161.55614929331398
2022-12-05,177.1292210865962
2022-12-06,158.51115356385992
2022-12-07,154.283855397197
2022-12-08,176.5713988945196
2022-12-09,177.59232492263902
2022-12-10,163.57456031443215
2022-12-11,165.33729373266272
2022-12-12,180.46698579516058
2022-12-13,147.95457642647062
2022-12-14,149.87864427455284
2022-12-15,164.79107804808353
2022-12-16,176.0424300599788
2022-12-17,187.69926164744666
2022-12-18,212.1752354878552
2022-12-19,201.02448445417633
2022-12-20,181.8907795061245
2022-12-21,185.94144068221752
2022-12-22,167.51621167768977
2022-12-23,188.45323733195008
2022-12-24,184.31752901024743
2022-12-25,197.8215966252113
2022-12-26,176.10726224020263
2022-12-27,204.3303996671545
2022-12-28,225.89556077634356
2022-12-29,194.36740303176228
2022-12-30,205.88195441099762
2022-12-31,212.95778048111956
2023-01-01,192.43851236936985
2023-01-02,206.25240586048562
2023-01-03,203.32842514795604
2023-01-04,206.33328165167697
2023-01-05,190.21868671162903
2023-01-06,207.46293208096833
2023-01-07,218.22005373063053
2023-01-08,238.5626297798551
2023-01-09,229.99596070705957
2023-01-10,255.13491372152896
2023-01-11,197.97379645643463
2023-01-12,232.00424862226424
2023-01-13,219.44822619672752
2023-01-14,260.7863300235074
2023-01-15,202.01741648584203
2023-01-16,202.56519094139986
2023-01-17,208.530084451381
2023-01-18,179.17934695187358
2023-01-19,212.26147264469475
2023-01-20,208.69221586949317
2023-01-21,227.95904700468884
2023-01-22,232.8396470001087
2023-01-23,264.5574296380885
2023-01-24,247.0472076120965
2023-01-25,217.47974122572876
2023-01-26,212.0021332037038
2023-01-27,240.73414588654737
2023-01-28,205.3883847926765
2023-01-29,269.29072179616577
2023-01-30,257.0893521067867
2023-01-31,224.92587514588845
2023-02-01,200.82473681215646
2023-02-02,262.9115167880514
2023-02-03,234.25795628600392
2023-02-04,261.98728250523163
2023-02-05,205.99164112858347
2023-02-06,226.50852176136982
2023-02-07,239.18290858739576
2023-02-08,240.56547802428994
2023-02-09,231.13788276659994
2023-02-10,253.07472765597856
2023-02-11,219.70882557773143
2023-02-12,238.62191713392434
2023-02-13,244.24830064894874
2023-02-14,252.46853740487563
2023-02-15,256.71384769767513
2023-02-16,220.25488183529873
2023-02-17,212.2960076230773
2023-02-18,268.7268406500159
2023-02-19,249.97913762498612
2023-02-20,228.48735611706965
2023-02-21,274.5692103392658
2023-02-22,245.9138219678291
2023-02-23,267.205767308924
2023-02-24,244.9553260688937
2023-02-25,284.771029589235
2023-02-26,278.58036818769
2023-02-27,238.37853790362848
2023-02-28,262.6407618339948
2023-03-01,255.936138155278
2023-03-02,270.18882135301254
2023-03-03,223.27416464487854
2023-03-04,256.0195942069982
2023-03-05,263.16312449800444
2023-03-06,206.48673994983562
2023-03-07,217.63480070318695
2023-03-08,200.12607001955195
2023-03-09,235.10640870845177
2023-03-10,254.40313135425248
2023-03-11,269.6319279301603
2023-03-12,240.574823712325
2023-03-13,271.14993047437116
2023-03-14,210.43776961919585
2023-03-15,203.41278122427525
2023-03-16,235.78954909726997
2023-03-17,243.9823411899822
2023-03-18,235.0291598971865
2023-03-19,193.69878842951104
2023-03-20,232.6134382601473
2023-03-21,207.63939026636183
2023-03-22,246.44102276835866
2023-03-23,239.6853130007264
2023-03-24,212.84966334579232
2023-03-25,220.6531304474991
2023-03-26,209.01988353357368
2023-03-27,228.21592069310898
2023-03-28,247.8305591382907
2023-03-29,208.26546972135435
2023-03-30,237.3084801589124
2023-03-31,215.86645701516065
2023-04-01,209.85593581282285
2023-04-02,222.81351778640766
2023-04-03,203.4901876743319
2023-04-04,212.3643607109311
2023-04-05,198.7247305009605
2023-04-06,261.22558354632514
2023-04-07,221.89021305168788
2023-04-08,206.4505731365836
2023-04-09,223.99230707005376
2023-04-10,216.74245292437897
2023-04-11,213.85579141867072
2023-04-12,229.85572454256078
2023-04-13,232.03194962470582
2023-04-14,205.5945207300726
2023-04-15,204.02540028922513
2023-04-16,209.3935383418663
2023-04-17,168.22563603338816
2023-04-18,183.34747928210354
2023-04-19,240.39483444349295
2023-04-20,245.38259019048587
2023-04-21,206.9492475463766
2023-04-22,222.92966819183144
2023-04-23,217.11487746050213
2023-04-24,271.98255044164085
2023-04-25,232.33610833147083
2023-04-26,206.95142226889823
2023-04-27,189.99045942512382
2023-04-28,176.59097683048282
2023-04-29,212.43573030544627
2023-04-30,192.9146617357498
2023-05-01,179.3011975184912
2023-05-02,194.5494615484868
2023-05-03,185.61529989633584
2023-05-04,240.7857309358276
2023-05-05,224.50419632974348
2023-05-06,206.57284534031314
2023-05-07,236.22496280902027
2023-05-08,208.1005647641004
2023-05-09,189.28838212760584
2023-05-10,236.971536385053
2023-05-11,217.31669721043946
2023-05-12,185.85775832402075
2023-05-13,202.89508601529573
2023-05-14,189.32387373874286
2023-05-15,179.34999065773914
2023-05-16,225.7347741277638
2023-05-17,245.64036736744646
2023-05-18,179.75710776014844
2023-05-19,219.29987948137497
2023-05-20,195.37524496480486
2023-05-21,199.028669390624
2023-05-22,197.34172932667576
2023-05-23,192.3634021288819
2023-05-24,211.1022259303842
2023-05-25,194.03607868929765
2023-05-26,216.62192142371185
2023-05-27,210.79980644124163
2023-05-28,207.65109437227198
2023-05-29,194.9375548174149
2023-05-30,202.24500385800158
2023-05-31,229.61219167575064
2023-06-01,225.27844810781806
2023-06-02,196.49596563409386
2023-06-03,218.8513031879108
2023-06-04,232.73996151247633
2023-06-05,185.20097025846997
2023-06-06,230.36171610792564
2023-06-07,207.1753037468526
2023-06-08,232.80006695009288
2023-06-09,207.10945867520834
2023-06-10,187.28893603857216
2023-06-11,191.8721778587249
2023-06-12,226.44478163142242
2023-06-13,231.76026350230688
2023-06-14,209.58392667347715
2023-06-15,241.56728346593178
2023-06-16,196.70992742514468
2023-06-17,229.7823127895805
2023-06-18,208.06479483312273
2023-06-19,220.44616004285365
2023-06-20,235.64407597839934
2023-06-21,218.7153979089215
2023-06-22,229.47332760072499
2023-06-23,258.54313116309805
2023-06-24,228.1431755971459
2023-06-25,257.6683201027723
2023-06-26,219.64234630879182
2023-06-27,254.12191682900755
2023-06-28,273.6526948230344
2023-06-29,196.68884847022275
2023-06-30,231.48795815379194
2023-07-01,260.27391672543206
2023-07-02,245.97943795676454
2023-07-03,258.7711681704169
2023-07-04,240.57525843617523
2023-07-05,255.69105015920553
2023-07-06,252.1463599147596
2023-07-07,279.911335568078
2023-07-08,262.9338277090599
2023-07-09,265.87990189540886
2023-07-10,252.16427159349675
2023-07-11,251.91398635874037
2023-07-12,254.26840935286077
2023-07-13,272.05007812029567
2023-07-14,256.96965951090385
2023-07-15,272.3988792179049
2023-07-16,309.3100344655905
2023-07-17,286.40665507551034
2023-07-18,263.62826120299496
2023-07-19,295.3189525401032
2023-07-20,264.2594455003241
2023-07-21,232.7640662823536
2023-07-22,254.44877304785885
2023-07-23,238.2559801928935
2023-07-24,269.67931101748195
2023-07-25,278.09124674377597
2023-07-26,312.23958292740616
2023-07-27,286.21115350876363
2023-07-28,276.22536049981045
2023-07-29,298.10245935515275
2023-07-30,238.1700787335598
2023-07-31,287.9542565820306
2023-08-01,299.47851065972935
2023-08-02,255.27813716176652
2023-08-03,308.48240156060103
2023-08-04,293.1029372178326
2023-08-05,278.72063306159504
2023-08-06,300.34260733672477
2023-08-07,333.72814369811863
2023-08-08,292.54524696259784
2023-08-09,294.43190862624726
2023-08-10,280.8054550330943
2023-08-11,273.4862650485626
2023-08-12,307.5453948720374
2023-08-13,274.2373597128667
2023-08-14,293.17537690279244
2023-08-15,282.54044599822026
2023-08-16,301.98717179702334
2023-08-17,299.3591882569596
2023-08-18,313.67950165041657
2023-08-19,282.9355546544081
2023-08-20,287.91006678978283
2023-08-21,273.86859893147516
2023-08-22,284.65910457282683
2023-08-23,301.15707063109926
2023-08-24,308.78216582068416
2023-08-25,275.1959499632939
2023-08-26,310.99409749342897
2023-08-27,320.64368857419043
2023-08-28,301.69522150230074
2023-08-29,330.82512113922803
2023-08-30,277.6436805172976
2023-08-31,268.0247354488087
2023-09-01,257.1104600670651
2023-09-02,322.3420596254251
2023-09-03,305.21470648028736
2023-09-04,290.6925060086999
2023-09-05,297.0516735737688
2023-09-06,268.5626607785397
2023-09-07,339.58043775711934
2023-09-08,292.8164029885885
2023-09-09,291.96092146434853
2023-09-10,303.8047399234138
2023-09-11,298.4022094972295
2023-09-12,292.729486417132
2023-09-13,271.89021676422504
2023-09-14,296.5560730288021
2023-09-15,324.1743019121305
2023-09-16,312.830454717103
2023-09-17,317.1562158807945
2023-09-18,274.42186029137565
2023-09-19,264.192121853603
2023-09-20,280.79198988684436
2023-09-21,283.73233103640683
2023-09-22,303.799506929704
2023-09-23,247.3531263561443
2023-09-24,311.07023888304326
2023-09-25,276.58714353960517
2023-09-26,270.4701993061994
2023-09-27,258.01990623666967
2023-09-28,244.41389838465795
2023-09-29,293.2195639217637
2023-09-30,277.46493629560536
2023-10-01,249.4403131038719
2023-10-02,248.57866613652595
2023-10-03,267.0062415873502
2023-10-04,306.34626960686666
2023-10-05,267.0213485273649
2023-10-06,241.40230518879383
2023-10-07,265.80815770288154
2023-10-08,264.5334751895447
2023-10-09,215.3234126243024
2023-10-10,267.4579069623582
2023-10-11,263.21840979001814
2023-10-12,281.06632583568813
2023-10-13,303.4393713672135
2023-10-14,288.3236891335563
2023-10-15,259.761960586841
2023-10-16,242.37286944090494
2023-10-17,315.3516254815488
2023-10-18,264.46828905666445
2023-10-19,262.9814850057475
2023-10-20,261.65987958309603
2023-10-21,265.5650532579878
2023-10-22,258.19958675448635
2023-10-23,249.12039104631342
2023-10-24,249.18759901761192
2023-10-25,259.02605192853974
2023-10-26,248.3950066868276
2023-10-27,244.61583805087133
2023-10-28,260.63826630593707
2023-10-29,253.07543870359092
2023-10-30,287.94930044168575
2023-10-31,204.5743269121824
2023-11-01,279.178620384953
2023-11-02,282.0560421990748
2023-11-03,215.48406340229587
2023-11-04,249.94786292576305
2023-11-05,249.2552654071792
2023-11-06,228.44950317440006
2023-11-07,240.99266993916544
2023-11-08,234.32075163699193
2023-11-09,291.59528609142507
2023-11-10,275.31570239746975
2023-11-11,282.1204060579978
2023-11-12,271.245049602149
2023-11-13,234.3881921138422
2023-11-14,246.67189506967674
2023-11-15,267.17841461130587
2023-11-16,233.2125946221745
2023-11-17,272.2149632546599
2023-11-18,253.4839167077987
2023-11-19,251.16495218929938
2023-11-20,273.28691034081254
2023-11-21,268.39456210024395
2023-11-22,252.76660115417909
2023-11-23,283.6839526875179
2023-11-24,239.42204429049423
2023-11-25,273.9421768129341
2023-11-26,274.09948020758225
2023-11-27,256.6939499396727
2023-11-28,270.0879532194643
2023-11-29,239.25594356614252
2023-11-30,283.50366537203564
2023-12-01,262.10142105500773
2023-12-02,256.15217508459307
2023-12-03,288.42419204487044
2023-12-04,254.2240376241495
2023-12-05,241.0374177783385
2023-12-06,238.9978831330881
2023-12-07,283.20180806888044
2023-12-08,246.450680448927
2023-12-09,308.15849061087266
2023-12-10,232.45217380853532
2023-12-11,309.07196489480503
2023-12-12,280.4382596490668
2023-12-13,275.38076739889567
2023-12-14,267.53483695403924
2023-12-15,287.5541979061728
2023-12-16,279.97608070138546
2023-12-17,303.97010544183587
2023-12-18,285.38083810303914
2023-12-19,287.3103722264922
2023-12-20,278.2548706225748
2023-12-21,285.6245802437379
2023-12-22,294.168363762044
2023-12-23,255.06909705436723
2023-12-24,263.579023471539
2023-12-25,306.6872288813313
2023-12-26,296.5262259063571
2023-12-27,290.7227733828207
2023-12-28,296.0699845480476
2023-12-29,303.9559322260245
2023-12-30,287.5150019451141
2023-12-31,284.0516789723053
